State,DivisionId,DivisionAb,DivisionName,PartyAb,CandidateSurname,Votes
NSW,249,PATE,Paterson,LDP,LDP_PATE,1433
NSW,249,PATE,Paterson,ON,ON_PATE,8259
NSW,249,PATE,Paterson,UAPP,UAPP_PATE,4002
NSW,249,PATE,Paterson,IMO,IMO_PATE,1729
NSW,144,REID,Reid,,Informal,6800
NSW,144,REID,Reid,IND,BAINI,2994
NSW,144,REID,Reid,ALP,ALP_REID,40768
NSW,144,REID,Reid,LP,LP_REID,37126
NSW,144,REID,Reid,GRN,GRN_REID,9184
NSW,144,REID,Reid,CEC,CEC_REID,0
NSW,144,REID,Reid,ON,ON_REID,1997
NSW,144,REID,Reid,LDP,LDP_REID,1824
NSW,144,REID,Reid,UAPP,UAPP_REID,2530
NSW,144,REID,Reid,SOPA,SOPA_REID,1553
NSW,145,RICH,Richmond,,Informal,7424
NSW,145,RICH,Richmond,IND,JONES,1974
NSW,145,RICH,Richmond,IND,WARTH,2341
NSW,145,RICH,Richmond,IND,SHARPLES,1274
NSW,145,RICH,Richmond,ALP,ALP_RICH,28733
NSW,145,RICH,Richmond,NP,NP_RICH,23299
NSW,145,RICH,Richmond,GRN,GRN_RICH,25216
NSW,145,RICH,Richmond,ON,ON_RICH,4073
NSW,145,RICH,Richmond,LDP,LDP_RICH,7681
NSW,145,RICH,Richmond,IMO,IMO_RICH,2271
NSW,145,RICH,Richmond,UAPP,UAPP_RICH,2922
NSW,250,RIVE,Riverina,IND,CIAVARELLA,2349
NSW,250,RIVE,Riverina,,Informal,8193
NSW,250,RIVE,Riverina,IND,MENERIPITIYAGE DONA,107
NSW,250,RIVE,Riverina,IND,THALER,368
NSW,250,RIVE,Riverina,ALP,ALP_RIVE,26890
NSW,250,RIVE,Riverina,IND,ACKERY,1209
NSW,250,RIVE,Riverina,NP,NP_RIVE,37086
NSW,250,RIVE,Riverina,LP,LP_RIVE,10293
NSW,250,RIVE,Riverina,ASP,ASP_RIVE,4391
NSW,250,RIVE,Riverina,GRN,GRN_RIVE,7270
NSW,250,RIVE,Riverina,LDP,LDP_RIVE,6186
NSW,250,RIVE,Riverina,ON,ON_RIVE,7928
NSW,250,RIVE,Riverina,AUD,AUD_RIVE,152
NSW,250,RIVE,Riverina,SPP,SPP_RIVE,472
NSW,250,RIVE,Riverina,UAPP,UAPP_RIVE,2962
NSW,250,RIVE,Riverina,IMO,IMO_RIVE,186
NSW,146,ROBE,Robertson,,Informal,6287
NSW,146,ROBE,Robertson,ALP,ALP_ROBE,36309
NSW,146,ROBE,Robertson,LP,LP_ROBE,38556
NSW,146,ROBE,Robertson,GRN,GRN_ROBE,9662
NSW,146,ROBE,Robertson,CEC,CEC_ROBE,272
NSW,146,ROBE,Robertson,ON,ON_ROBE,3707
NSW,146,ROBE,Robertson,LDP,LDP_ROBE,743
NSW,146,ROBE,Robertson,AJP,AJP_ROBE,1949
NSW,146,ROBE,Robertson,CYA,CYA_ROBE,220
NSW,146,ROBE,Robertson,IMO,IMO_ROBE,1114
NSW,146,ROBE,Robertson,UAPP,UAPP_ROBE,2803
NSW,146,ROBE,Robertson,IAP,IAP_ROBE,1127
NSW,146,ROBE,Robertson,SOPA,SOPA_ROBE,8
NSW,148,SHOR,Shortland,,Informal,6750
NSW,148,SHOR,Shortland,IND,BONDS,140
NSW,148,SHOR,Shortland,IND,PAYNTER,2554
NSW,148,SHOR,Shortland,IND,LARUFFA,63
NSW,148,SHOR,Shortland,ALP,ALP_SHOR,41508
NSW,148,SHOR,Shortland,LP,LP_SHOR,32215
NSW,148,SHOR,Shortland,NP,NP_SHOR,638
NSW,148,SHOR,Shortland,GRN,GRN_SHOR,10241
NSW,148,SHOR,Shortland,ON,ON_SHOR,6635
NSW,148,SHOR,Shortland,LDP,LDP_SHOR,2984
NSW,148,SHOR,Shortland,AJP,AJP_SHOR,3086
NSW,148,SHOR,Shortland,IMO,IMO_SHOR,35
NSW,148,SHOR,Shortland,UAPP,UAPP_SHOR,3267
NSW,149,SYDN,Sydney,,Informal,3889
NSW,149,SYDN,Sydney,IND,KILHAM,430
NSW,149,SYDN,Sydney,ALP,ALP_SYDN,56069
NSW,149,SYDN,Sydney,LP,LP_SYDN,21270
NSW,149,SYDN,Sydney,GRN,GRN_SYDN,24959
NSW,149,SYDN,Sydney,CEC,CEC_SYDN,907
NSW,149,SYDN,Sydney,ON,ON_SYDN,1939
NSW,149,SYDN,Sydney,SAL,SAL_SYDN,1376
NSW,149,SYDN,Sydney,AJP,AJP_SYDN,240
NSW,149,SYDN,Sydney,UAPP,UAPP_SYDN,2424
NSW,149,SYDN,Sydney,SOPA,SOPA_SYDN,223
NSW,151,WARR,Warringah,,Informal,3984
NSW,151,WARR,Warringah,IND,STEGGALL,36496
NSW,151,WARR,Warringah,IND,TINK,8205
NSW,151,WARR,Warringah,ALP,ALP_WARR,13431
NSW,151,WARR,Warringah,LP,LP_WARR,38468
NSW,151,WARR,Warringah,GRN,GRN_WARR,8843
NSW,151,WARR,Warringah,ON,ON_WARR,1993
NSW,151,WARR,Warringah,LDP,LDP_WARR,369
NSW,151,WARR,Warringah,AJP,AJP_WARR,1242
NSW,151,WARR,Warringah,SPP,SPP_WARR,385
NSW,151,WARR,Warringah,IMO,IMO_WARR,160
NSW,151,WARR,Warringah,UAPP,UAPP_WARR,2336
NSW,151,WARR,Warringah,TNL,TNL_WARR,310
NSW,251,WATS,Watson,ALP,ALP_WATS,46199
NSW,251,WATS,Watson,,Informal,10151
NSW,251,WATS,Watson,GRN,GRN_WATS,6067
NSW,251,WATS,Watson,LP,LP_WATS,22552
NSW,251,WATS,Watson,UAPP,UAPP_WATS,6039
NSW,251,WATS,Watson,ON,ON_WATS,4516
NSW,152,WENT,Wentworth,,Informal,2926
NSW,152,WENT,Wentworth,IND,SPENDER,31810
NSW,152,WENT,Wentworth,ALP,ALP_WENT,19272
NSW,152,WENT,Wentworth,LP,LP_WENT,40805
NSW,152,WENT,Wentworth,GRN,GRN_WENT,11646
NSW,152,WENT,Wentworth,CEC,CEC_WENT,95
NSW,152,WENT,Wentworth,ON,ON_WENT,1313
NSW,152,WENT,Wentworth,SAL,SAL_WENT,142
NSW,152,WENT,Wentworth,LDP,LDP_WENT,1346
NSW,152,WENT,Wentworth,UAPP,UAPP_WENT,2290
NSW,153,WERR,Werriwa,,Informal,9585
NSW,153,WERR,Werriwa,ALP,ALP_WERR,33093
NSW,153,WERR,Werriwa,LP,LP_WERR,26133
NSW,153,WERR,Werriwa,GRN,GRN_WERR,5616
NSW,153,WERR,Werriwa,ON,ON_WERR,4214
NSW,153,WERR,Werriwa,LDP,LDP_WERR,7711
NSW,153,WERR,Werriwa,UAPP,UAPP_WERR,7809
NSW,150,WHIT,Whitlam,,Informal,5388
NSW,150,WHIT,Whitlam,IND,MENERIPITIYAGE DONA,126
NSW,150,WHIT,Whitlam,IND,ACKERY,1527
NSW,150,WHIT,Whitlam,ALP,ALP_WHIT,45747
NSW,150,WHIT,Whitlam,LP,LP_WHIT,32199
NSW,150,WHIT,Whitlam,GRN,GRN_WHIT,11270
NSW,150,WHIT,Whitlam,ASP,ASP_WHIT,267
NSW,150,WHIT,Whitlam,ON,ON_WHIT,7424
NSW,150,WHIT,Whitlam,LDP,LDP_WHIT,3785
NSW,150,WHIT,Whitlam,UAPP,UAPP_WHIT,5578
NT,306,LING,Lingiari,GRN,McFARLAND,5018
NT,306,LING,Lingiari,,Informal,3647
NT,306,LING,Lingiari,IND,GRAVENER,948
NT,306,LING,Lingiari,CLP,RYAN,15893
NT,306,LING,Lingiari,ALP,SCRYMGOUR,16747
NT,306,LING,Lingiari,UAPP,MCLEOD,1882
NT,306,LING,Lingiari,ON,GALLARD,2470
NT,306,LING,Lingiari,LDP,KASPAREK,1948
NT,306,LING,Lingiari,IND,ADAMSON AGARS,409
NT,306,LING,Lingiari,CEC,LEE,497
NT,307,SOLO,Solomon,GRN,GOODRICH CARTTLING,8164
NT,307,SOLO,Solomon,,Informal,2011
NT,307,SOLO,Solomon,UAPP,SELFE,2628
NT,307,SOLO,Solomon,CLP,MACFARLANE,13771
NT,307,SOLO,Solomon,LDP,BONANNI,5839
NT,307,SOLO,Solomon,ALP,GOSLING,21775
NT,307,SOLO,Solomon,ON,LOHSE,2948
QLD,304,BLAI,Blair,UAPP,CUNNINGHAM,6353
QLD,304,BLAI,Blair,,Informal,5832
QLD,304,BLAI,Blair,ALP,NEUMANN,36494
QLD,304,BLAI,Blair,AJP,LOWERY,2563
QLD,304,BLAI,Blair,GRN,MUTTON,13113
QLD,304,BLAI,Blair,LDP,JAQUES,3080
QLD,304,BLAI,Blair,LNP,BIGGINS,30122
QLD,304,BLAI,Blair,AUVA,PITMAN,2103
QLD,304,BLAI,Blair,ON,SUDUK,10419
QLD,310,BONN,Bonner,,Informal,2467
QLD,310,BONN,Bonner,ALP,YOUNG,28491
QLD,310,BONN,Bonner,UAPP,DIKLICH,3177
QLD,310,BONN,Bonner,LNP,VASTA,43191
QLD,310,BONN,Bonner,GRN,LAKEY,16144
QLD,310,BONN,Bonner,ON,NEIL,5371
QLD,155,BOWM,Bowman,,Informal,3045
QLD,155,BOWM,Bowman,UAPP,STEVENS,6601
QLD,155,BOWM,Bowman,TNL,JOHNSON,1243
QLD,155,BOWM,Bowman,ALP,DUFF,29694
QLD,155,BOWM,Bowman,GRN,MAZLIN,13241
QLD,155,BOWM,Bowman,LNP,PIKE,43088
QLD,155,BOWM,Bowman,ON,TODD,7825
QLD,156,BRIS,Brisbane,,Informal,2312
QLD,156,BRIS,Brisbane,UAPP,KNUDSON,2102
QLD,156,BRIS,Brisbane,AJP,KENNEDY,2135
QLD,156,BRIS,Brisbane,ALP,JARRETT,29652
QLD,156,BRIS,Brisbane,LDP,BULL,1807
QLD,156,BRIS,Brisbane,GRN,BATES,29641
QLD,156,BRIS,Brisbane,LNP,EVANS,41032
QLD,156,BRIS,Brisbane,ON,HOLD,2429
QLD,157,CAPR,Capricornia,,Informal,5904
QLD,157,CAPR,Capricornia,IND,MURRAY,3048
QLD,157,CAPR,Capricornia,UAPP,HARDING,3555
QLD,157,CAPR,Capricornia,IMO,GANFIELD,1126
QLD,157,CAPR,Capricornia,ALP,ROBERTSON,25330
QLD,157,CAPR,Capricornia,LDP,MURPHY,1392
QLD,157,CAPR,Capricornia,GRN,JONES,5302
QLD,157,CAPR,Capricornia,LNP,LANDRY,35613
QLD,157,CAPR,Capricornia,GAP,WHITTY,1747
QLD,157,CAPR,Capricornia,ON,STANTON,13179
QLD,158,DAWS,Dawson,,Informal,4001
QLD,158,DAWS,Dawson,UAPP,YOUNG,3713
QLD,158,DAWS,Dawson,GAP,JACKSON,1948
QLD,158,DAWS,Dawson,ALP,HAMILTON,22650
QLD,158,DAWS,Dawson,KAP,PATERSON,5189
QLD,158,DAWS,Dawson,GRN,CREEN,6675
QLD,158,DAWS,Dawson,LNP,WILLCOX,40109
QLD,158,DAWS,Dawson,ON,HALL,12289
QLD,252,DICK,Dickson,IND,PROHASKA,1618
QLD,252,DICK,Dickson,,Informal,3996
QLD,252,DICK,Dickson,IND,BUCHBACH,2222
QLD,252,DICK,Dickson,UAPP,WARD,2717
QLD,252,DICK,Dickson,LDP,RUSSELL,1236
QLD,252,DICK,Dickson,ALP,FRANCE,31396
QLD,252,DICK,Dickson,LNP,DUTTON,41657
QLD,252,DICK,Dickson,GRN,BATTEN,12871
QLD,252,DICK,Dickson,ON,GIBSON,5312
QLD,159,FADD,Fadden,,Informal,4760
QLD,159,FADD,Fadden,UAPP,O'BRIEN,7014
QLD,159,FADD,Fadden,ALP,DEL FABBRO,23638
QLD,159,FADD,Fadden,LDP,FORBES,2992
QLD,159,FADD,Fadden,GRN,SPAIN,11353
QLD,159,FADD,Fadden,LNP,ROBERT,47190
QLD,159,FADD,Fadden,IND,BROOKER,4407
QLD,159,FADD,Fadden,ON,ROACH,9177
QLD,160,FAIR,Fairfax,,Informal,6066
QLD,160,FAIR,Fairfax,IND,AUSTRALIE,733
QLD,160,FAIR,Fairfax,UAPP,KHOURY,6132
QLD,160,FAIR,Fairfax,IMO,HAZELTON,1997
QLD,160,FAIR,Fairfax,AJP,POOLE,2182
QLD,160,FAIR,Fairfax,ALP,FERGUSON,22662
QLD,160,FAIR,Fairfax,GRN,ETHERIDGE,13862
QLD,160,FAIR,Fairfax,LNP,O'BRIEN,46551
QLD,160,FAIR,Fairfax,GAP,WHITE,1319
QLD,160,FAIR,Fairfax,IND,SMITH,1423
QLD,160,FAIR,Fairfax,ON,CIVITARESE,6798
QLD,161,FISH,Fisher,,Informal,3530
QLD,161,FISH,Fisher,UAPP,MOORE,7355
QLD,161,FISH,Fisher,AJP,BRECKENRIDGE,2730
QLD,161,FISH,Fisher,ALP,ANDREWS,25313
QLD,161,FISH,Fisher,GRN,WELLS,14981
QLD,161,FISH,Fisher,LNP,WALLACE,48013
QLD,161,FISH,Fisher,ON,SCHRIEVER,10102
QLD,311,FLYN,Flynn,,Informal,3672
QLD,311,FLYN,Flynn,UAPP,WIEDEN,6266
QLD,311,FLYN,Flynn,IND,SCOTT,3745
QLD,311,FLYN,Flynn,GRN,BAMBRICK,4007
QLD,311,FLYN,Flynn,ALP,BURNETT,30948
QLD,311,FLYN,Flynn,LNP,BOYCE,34046
QLD,311,FLYN,Flynn,GAP,SVENDSEN,2012
QLD,311,FLYN,Flynn,ON,LOHSE,11287
QLD,162,FORD,Forde,LNP,VAN MANEN,34920
QLD,162,FORD,Forde,ON,MATTERSON,7578
QLD,162,FORD,Forde,,Informal,6884
QLD,162,FORD,Forde,UAPP,O'HALLORAN,7485
QLD,162,FORD,Forde,TNL,HOLLAND,728
QLD,162,FORD,Forde,AJP,McCARTHY,2444
QLD,162,FORD,Forde,ALP,HOLZBERGER,26497
QLD,162,FORD,Forde,LDP,SUTHERLAND,2668
QLD,162,FORD,Forde,GRN,HALL,9319
QLD,162,FORD,Forde,IND,GREAVES,2973
QLD,163,GRIF,Griffith,,Informal,2169
QLD,163,GRIF,Griffith,UAPP,McMULLAN,2581
QLD,163,GRIF,Griffith,ALP,BUTLER,30769
QLD,163,GRIF,Griffith,GRN,CHANDLER-MATHER,36771
QLD,163,GRIF,Griffith,LNP,ROBERTS,32685
QLD,163,GRIF,Griffith,ON,WARE,3504
QLD,164,GROO,Groom,,Informal,4758
QLD,164,GROO,Groom,UAPP,BANNISTER,4922
QLD,164,GROO,Groom,IND,HOLT,7932
QLD,164,GROO,Groom,ALP,ALLPASS,17985
QLD,164,GROO,Groom,GRN,BERRY,5616
QLD,164,GROO,Groom,LNP,HAMILTON,41971
QLD,164,GROO,Groom,IND,SMOLENSKI,6858
QLD,164,GROO,Groom,CYA,OTTO,1539
QLD,164,GROO,Groom,ON,ABRAHAM,9181
QLD,165,HERB,Herbert,,Informal,5658
QLD,165,HERB,Herbert,IND,CLARE,942
QLD,165,HERB,Herbert,UAPP,DOWLING,2383
QLD,165,HERB,Herbert,IMO,McMAHON,1658
QLD,165,HERB,Herbert,AJP,MCCORMACK,1359
QLD,165,HERB,Herbert,ALP,RING,19971
QLD,165,HERB,Herbert,KAP,HAWKS,6472
QLD,165,HERB,Herbert,GRN,HUMPHREYS,7596
QLD,165,HERB,Herbert,IND,EGAN,2983
QLD,165,HERB,Herbert,LNP,THOMPSON,43453
QLD,165,HERB,Herbert,GAP,BALLARD,749
QLD,165,HERB,Herbert,ON,PEPE,4874
QLD,166,HINK,Hinkler,,Informal,3431
QLD,166,HINK,Hinkler,UAPP,NASH,7417
QLD,166,HINK,Hinkler,IND,DEMPSEY,13236
QLD,166,HINK,Hinkler,ALP,SCANES,23634
QLD,166,HINK,Hinkler,GRN,McLEAN,5562
QLD,166,HINK,Hinkler,LNP,PITT,42720
QLD,166,HINK,Hinkler,ON,MENHENNETT,8837
QLD,167,KENN,Kennedy,,Informal,3171
QLD,167,KENN,Kennedy,UAPP,CAMPION,4154
QLD,167,KENN,Kennedy,IND,SACKLEY,2981
QLD,167,KENN,Kennedy,ALP,BRANDON,15033
QLD,167,KENN,Kennedy,KAP,KATTER,39036
QLD,167,KENN,Kennedy,GRN,COX,6013
QLD,167,KENN,Kennedy,LNP,MACDONALD,26387
QLD,168,LEIC,Leichhardt,,Informal,6715
QLD,168,LEIC,Leichhardt,UAPP,HANNAGAN,3593
QLD,168,LEIC,Leichhardt,SAL,O'SHANE,3729
QLD,168,LEIC,Leichhardt,IMO,MOGOROVICH,1641
QLD,168,LEIC,Leichhardt,AJP,BAYLY,1253
QLD,168,LEIC,Leichhardt,ALP,FAITH,25312
QLD,168,LEIC,Leichhardt,KAP,JENSEN,5166
QLD,168,LEIC,Leichhardt,GRN,MUSUMECI,9143
QLD,168,LEIC,Leichhardt,SOPA,CROPP,930
QLD,168,LEIC,Leichhardt,LNP,ENTSCH,33652
QLD,168,LEIC,Leichhardt,CYA,ROE,466
QLD,168,LEIC,Leichhardt,ON,COURT,6822
QLD,169,LILL,Lilley,,Informal,2750
QLD,169,LILL,Lilley,UAPP,HOOGLAND,3320
QLD,169,LILL,Lilley,IMO,McGRATH,1378
QLD,169,LILL,Lilley,ALP,WELLS,41424
QLD,169,LILL,Lilley,LDP,FRESHWATER,2412
QLD,169,LILL,Lilley,GRN,STEVENS,16916
QLD,169,LILL,Lilley,LNP,LOBO,29530
QLD,169,LILL,Lilley,ON,WILDE,4027
QLD,302,LONG,Longman,,Informal,5677
QLD,302,LONG,Longman,AJP,GILBARD,2060
QLD,302,LONG,Longman,UAPP,SUTHERLAND,5949
QLD,302,LONG,Longman,LDP,LIPPONER,2011
QLD,302,LONG,Longman,ALP,FANNING,34036
QLD,302,LONG,Longman,LNP,YOUNG,41253
QLD,302,LONG,Longman,GRN,SNIJDERS,7814
QLD,302,LONG,Longman,ON,TAYLOR,8917
QLD,302,LONG,Longman,HMP,QUINLAN,6025
QLD,170,MARA,Maranoa,,Informal,3234
QLD,170,MARA,Maranoa,UAPP,McDONALD,6202
QLD,170,MARA,Maranoa,ALP,KERRIGAN,14236
QLD,170,MARA,Maranoa,GRN,PARKER,4533
QLD,170,MARA,Maranoa,LNP,LITTLEPROUD,52382
QLD,170,MARA,Maranoa,CYA,TUNBRIDGE,997
QLD,170,MARA,Maranoa,ASP,RICHARDSON,3695
QLD,170,MARA,Maranoa,ON,KELLY,11070
QLD,171,MCPH,McPherson,,Informal,5565
QLD,171,MCPH,McPherson,UAPP,BERRIGAN,6490
QLD,171,MCPH,McPherson,ALP,UNGERER,21354
QLD,171,MCPH,McPherson,LDP,PYNE,2063
QLD,171,MCPH,McPherson,GRN,TURNER,14971
QLD,171,MCPH,McPherson,AUVA,CULLEN,2310
QLD,171,MCPH,McPherson,LNP,ANDREWS,42288
QLD,171,MCPH,McPherson,CYA,PEAD,594
QLD,171,MCPH,McPherson,ON,HARGRAVES,7013
QLD,172,MONC,Moncrieff,,Informal,6020
QLD,172,MONC,Moncrieff,UAPP,HAPP,5482
QLD,172,MONC,Moncrieff,IMO,CUDMORE,997
QLD,172,MONC,Moncrieff,AJP,BERRY-LAW,2384
QLD,172,MONC,Moncrieff,ALP,PALMER,20430
QLD,172,MONC,Moncrieff,LDP,DEMETRE,4305
QLD,172,MONC,Moncrieff,GRN,BROADBENT,11850
QLD,172,MONC,Moncrieff,LNP,BELL,45104
QLD,172,MONC,Moncrieff,CYA,TAYLER,645
QLD,172,MONC,Moncrieff,ON,SCHULTZ,6981
QLD,173,MORE,Moreton,,Informal,2625
QLD,173,MORE,Moreton,UAPP,FOLLETT,3064
QLD,173,MORE,Moreton,ALP,PERRETT,34633
QLD,173,MORE,Moreton,GRN,GARTON,19250
QLD,173,MORE,Moreton,LNP,HUANG,30777
QLD,173,MORE,Moreton,CYA,POWER,1468
QLD,173,MORE,Moreton,ON,SWANN,3364
QLD,174,OXLE,Oxley,,Informal,3582
QLD,174,OXLE,Oxley,UAPP,COOMBES,5079
QLD,174,OXLE,Oxley,ALP,DICK,43785
QLD,174,OXLE,Oxley,GRN,WORSTELING,13595
QLD,174,OXLE,Oxley,LNP,MCMILLEN,27385
QLD,174,OXLE,Oxley,ON,KOZLOWSKI,5568
QLD,175,PETR,Petrie,,Informal,3913
QLD,175,PETR,Petrie,UAPP,GUENOUN,5914
QLD,175,PETR,Petrie,AJP,CICCHITTI,2331
QLD,175,PETR,Petrie,ALP,DENTON,31972
QLD,175,PETR,Petrie,LDP,WILSON,2189
QLD,175,PETR,Petrie,GRN,SIMON,12169
QLD,175,PETR,Petrie,LNP,HOWARTH,46325
QLD,175,PETR,Petrie,ON,MITCHELL,5613
QLD,176,RANK,Rankin,,Informal,3553
QLD,176,RANK,Rankin,UAPP,CRANK,5064
QLD,176,RANK,Rankin,AJP,CLARKE,2284
QLD,176,RANK,Rankin,ALP,CHALMERS,38596
QLD,176,RANK,Rankin,GRN,COTTER,9394
QLD,176,RANK,Rankin,LNP,DARWEN,25478
QLD,176,RANK,Rankin,ON,COOKSON,7006
QLD,177,RYAN,Ryan,,Informal,3140
QLD,177,RYAN,Ryan,UAPP,POLLARD,2062
QLD,177,RYAN,Ryan,AJP,LIPMAN,1088
QLD,177,RYAN,Ryan,ALP,COSSAR,22146
QLD,177,RYAN,Ryan,LDP,COORY,2582
QLD,177,RYAN,Ryan,GRN,WATSON-BROWN,30003
QLD,177,RYAN,Ryan,LNP,SIMMONDS,38239
QLD,177,RYAN,Ryan,AUP,REES,606
QLD,177,RYAN,Ryan,CYA,DANCOISNE,353
QLD,177,RYAN,Ryan,ON,LOVE,2237
